id,hhid,Общее телесмотрение,Телесмотрение ночью,Телесмотрение утром,Телесмотрение в рабочее время,Телесмотрение в вечернее время,Телесмотрение в прайм тайм,Общее телесмотрение Пн-Пт,Телесмотрение ночью Пн-Пт,Телесмотрение утром Пн-Пт,Телесмотрение в рабочее время Пн-Пт,Телесмотрение в вечернее время Пн-Пт,Телесмотрение в прайм тайм Пн-Пт,Общее телесмотрение в выходные,Телесмотрение ночью в выходные,Телесмотрение утром в выходные,Телесмотрение в рабочее время в выходные,Телесмотрение вечером в выходные,Телесмотрение в прайм тайм в выходные,Просмотр жанра кино в рабочее время,Просмотр жанра кино в праздники,Просмотр жанра приключения в рабочее время,Просмотр жанра приключение в праздники,Просмотра жанра сад в рабочее время,Просмотр жанра сад в праздники,Просмотра жанра комедия в рабочее время,Просмотр жанра комедия в праздники,Просмотр жанра хоби в рабочее время,Просмотр жанра хобби в праздники,Просмотр жанра спорт в рабочее время,Просмотр жанра спорт в праздники,Просмотр жанра музыка в рабочее время,Просмотр жанра музыка в праздники,Просмотр жанра образования в рабочее время,Просмотр жанра образование в праздники,Размер ДХ,Тип ресивера,Оператор,Есть ли Интернет,Состав ДХ,ФО,Тип нас.пункта,Почтовый индекс
2367,4546,1287,57,238.0,992,0,0,568.0,2,127,439,0,0,719,55,111,553,0,0,0,54,0,0,271,143,0,0,2,1,0,0,0,0,0,0,5.0,Ресивер с поддержкой HDTV,Подключен только к Триколор ТВ,Есть,Нет членов семьи в возрасте 55+ лет и есть до 18 лет,Сибирский федеральный округ,Сельский населенный пункт,632761
2368,4251,1011,59,173.0,779,0,0,278.0,0,0,278,0,0,733,59,173,501,0,0,0,35,0,22,0,0,0,0,0,0,0,0,0,0,0,0,2.0,Ресивер с поддержкой HEVC,Подключен только к Триколор ТВ,Есть,Есть члены семьи в возрасте 55+ лет и нет до 18 лет,Приволжский федеральный округ,Город с численностью менее 45 тыс.,617005
2369,4624,670,107,180.0,383,0,0,0.0,0,0,0,0,0,670,107,180,383,0,0,0,42,0,0,0,1,0,1,0,37,0,0,0,0,0,0,4.0,Ресивер с поддержкой HEVC,Подключен только к Триколор ТВ,Нет,Есть члены семьи в возрасте 55+ лет и есть до 18 лет,Центральный федеральный округ,Сельский населенный пункт,142370
2370,4955,1407,67,180.0,1081,79,0,1152.0,67,180,863,42,0,255,0,0,218,37,0,0,0,0,0,49,0,0,0,67,0,2,3,0,0,0,0,2.0,Ресивер с поддержкой HDTV,Подключен только к Триколор ТВ,Нет,Есть члены семьи в возрасте 55+ лет и нет до 18 лет,Центральный федеральный округ,Город с численностью менее 45 тыс.,216100
2371,3451,413,67,141.0,37,134,34,208.0,67,141,0,0,0,205,0,0,37,134,34,57,0,1,0,6,0,0,0,3,0,0,1,2,0,0,0,3.0,Ресивер с поддержкой HEVC,Подключен только к Триколор ТВ,Есть,Нет членов семьи в возрасте 55+ лет и есть до 18 лет,Центральный федеральный округ,Сельский населенный пункт,242732
2372,3392,6,6,0.0,0,0,0,5.0,5,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,3.0,Ресивер с поддержкой HDTV,Подключен только к Триколор ТВ,Нет,Нет членов семьи в возрасте 55+ лет и нет до 18 лет,Сибирский федеральный округ,Город с численностью менее 45 тыс.,652849
2373,2957,2293,107,703.0,1385,98,0,1222.0,37,369,724,92,0,1071,70,334,661,6,0,16,3,0,0,1,1,0,0,4,67,87,0,0,0,6,0,2.0,Ресивер с поддержкой HEVC,Подключен только к Триколор ТВ,Нет,Нет членов семьи в возрасте 55+ лет и нет до 18 лет,Приволжский федеральный округ,Город с численностью от 45 тыс. до 400 тыс.,606030
2374,5251,1339,457,152.0,128,241,361,370.0,1,0,69,120,180,969,456,152,59,121,181,1,18,0,0,0,0,0,75,0,132,0,0,0,0,0,228,3.0,Ресивер с поддержкой HDTV,Подключен к Триколор ТВ и к другому оператору спутникового/кабельного ТВ,Нет,Есть члены семьи в возрасте 55+ лет и нет до 18 лет,Южный федеральный округ,Город с численностью менее 45 тыс.,403371
2375,5033,1644,21,0.0,896,450,277,779.0,0,0,472,211,96,865,21,0,424,239,181,0,1,0,0,5,106,0,0,0,19,0,0,0,0,0,0,5.0,Ресивер с поддержкой HEVC,Подключен только к Триколор ТВ,Нет,Нет членов семьи в возрасте 55+ лет и есть до 18 лет,Северо-Кавказский федеральный округ,Сельский населенный пункт,356200
2376,5319,1668,458,434.0,575,123,78,744.0,282,251,211,0,0,924,176,183,364,123,78,0,0,0,0,0,134,0,0,192,120,0,0,0,0,0,26,1.0,Ресивер с поддержкой HEVC,Подключен только к Триколор ТВ,Нет,Нет членов семьи в возрасте 55+ лет и нет до 18 лет,Северо-Кавказский федеральный округ,Город с численностью от 45 тыс. до 400 тыс.,357820
2377,2451,562,26,0.0,195,248,93,224.0,14,0,158,52,0,338,12,0,37,196,93,3,0,4,12,3,0,0,0,0,0,0,0,0,0,6,0,2.0,Ресивер с поддержкой HDTV,Подключен только к Триколор ТВ,Есть,Есть члены семьи в возрасте 55+ лет и нет до 18 лет,Центральный федеральный округ,Город с численностью менее 45 тыс.,152155
2378,4142,1836,0,27.0,1348,397,64,1293.0,0,27,957,245,64,543,0,0,391,152,0,0,0,0,0,111,1,0,0,0,0,0,0,0,0,0,0,4.0,Ресивер с поддержкой HEVC,Подключен только к Триколор ТВ,Есть,Нет членов семьи в возрасте 55+ лет и есть до 18 лет,Центральный федеральный округ,Город с численностью менее 45 тыс.,393191
2379,3800,1406,446,393.0,567,0,0,363.0,34,183,146,0,0,1043,412,210,421,0,0,28,103,0,2,0,0,0,0,4,96,0,0,0,0,0,0,4.0,Ресивер с поддержкой HDTV,Подключен только к Триколор ТВ,Есть,Нет членов семьи в возрасте 55+ лет и есть до 18 лет,Сибирский федеральный округ,Город с численностью менее 45 тыс.,662340
2380,5491,402,2,0.0,145,63,192,34.0,1,0,24,0,9,368,1,0,121,63,183,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,6.0,Ресивер с поддержкой HEVC,Подключен только к Триколор ТВ,Нет,Есть члены семьи в возрасте 55+ лет и есть до 18 лет,Северо-Кавказский федеральный округ,Сельский населенный пункт,369102
2381,5510,2426,66,594.0,1644,120,2,1144.0,28,239,755,120,2,1282,38,355,889,0,0,0,37,0,0,114,2,0,0,1,0,0,0,0,0,0,0,2.0,Ресивер с поддержкой HEVC,Подключен только к Триколор ТВ,Есть,Есть члены семьи в возрасте 55+ лет и нет до 18 лет,Южный федеральный округ,Сельский населенный пункт,347513
2382,638,784,1,0.0,465,138,180,177.0,0,0,162,15,0,607,1,0,303,123,180,0,1,0,0,0,0,0,0,0,0,1,6,0,0,0,0,3.0,Ресивер с поддержкой HDTV,Подключен только к Триколор ТВ,Есть,Нет членов семьи в возрасте 55+ лет и нет до 18 лет,Центральный федеральный округ,Город более 400 тыс.,150033
2383,2933,1764,23,297.0,1349,95,0,345.0,4,31,310,0,0,1419,19,266,1039,95,0,4,19,0,0,0,2,0,0,0,0,0,1,0,0,0,0,4.0,Ресивер с поддержкой HDTV,Подключен только к Триколор ТВ,Есть,Нет членов семьи в возрасте 55+ лет и есть до 18 лет,Северо-Западный федеральный округ,Сельский населенный пункт,163017
2384,59,435,2,0.0,416,17,0,359.0,0,0,342,17,0,76,2,0,74,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7.0,Ресивер с поддержкой HEVC,Подключен только к Триколор ТВ,Есть,Нет членов семьи в возрасте 55+ лет и есть до 18 лет,Южный федеральный округ,Город более 400 тыс.,400059
2385,1194,1774,42,180.0,745,532,275,220.0,0,0,21,169,30,1554,42,180,724,363,245,0,9,0,0,0,0,0,33,0,0,0,0,0,0,0,0,2.0,Ресивер с поддержкой HDTV,Подключен только к Триколор ТВ,Есть,Нет членов семьи в возрасте 55+ лет и нет до 18 лет,Южный федеральный округ,Город более 400 тыс.,344001
2386,5073,1992,42,321.0,825,536,268,267.0,0,137,0,116,14,1725,42,184,825,420,254,0,39,0,0,0,0,0,1,0,2,0,1,0,0,0,0,3.0,Ресивер с поддержкой HEVC,Подключен только к Триколор ТВ,Есть,Нет членов семьи в возрасте 55+ лет и есть до 18 лет,Северо-Западный федеральный округ,Город с численностью менее 45 тыс.,238750
2387,5054,525,59,156.0,310,0,0,0.0,0,0,0,0,0,525,59,156,310,0,0,0,13,0,0,0,44,0,0,0,2,0,0,0,0,0,0,1.0,Ресивер с поддержкой HEVC,Подключен только к Триколор ТВ,Нет,Есть члены семьи в возрасте 55+ лет и нет до 18 лет,Сибирский федеральный округ,Город с численностью от 45 тыс. до 400 тыс.,652500
2388,5323,2317,104,701.0,1512,0,0,1319.0,65,366,888,0,0,998,39,335,624,0,0,27,0,1,38,31,0,11,0,5,0,3,1,0,0,1,0,2.0,Ресивер с поддержкой HEVC,Подключен только к Триколор ТВ,Есть,Есть члены семьи в возрасте 55+ лет и нет до 18 лет,Центральный федеральный округ,Сельский населенный пункт,152470
2389,5180,437,0,78.0,359,0,0,436.0,0,77,359,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2.0,Ресивер с поддержкой HEVC,Подключен только к Триколор ТВ,Нет,Есть члены семьи в возрасте 55+ лет и нет до 18 лет,Центральный федеральный округ,Сельский населенный пункт,601279
2390,4710,937,0,256.0,615,66,0,434.0,0,88,319,27,0,503,0,168,296,39,0,0,0,0,0,0,158,0,0,0,0,1,0,0,0,0,0,3.0,Ресивер с поддержкой HEVC,Подключен только к Триколор ТВ,Нет,Нет членов семьи в возрасте 55+ лет и есть до 18 лет,Северо-Западный федеральный округ,Сельский населенный пункт,238620
2391,4585,1558,430,452.0,639,3,34,448.0,77,185,183,3,0,1110,353,267,456,0,34,0,23,59,219,2,0,0,0,14,33,1,15,102,0,4,63,3.0,Ресивер с поддержкой HEVC,Подключен только к Триколор ТВ,Есть,Нет членов семьи в возрасте 55+ лет и есть до 18 лет,Южный федеральный округ,Сельский населенный пункт,347511
2392,4215,346,0,0.0,212,120,14,0.0,0,0,0,0,0,346,0,0,212,120,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,Ресивер с поддержкой HEVC,Подключен только к Триколор ТВ,Нет,Нет членов семьи в возрасте 55+ лет и нет до 18 лет,Приволжский федеральный округ,Сельский населенный пункт,427026
2393,3487,2,2,0.0,0,0,0,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,Ресивер с поддержкой HEVC,Подключен только к Триколор ТВ,Есть,Есть члены семьи в возрасте 55+ лет и нет до 18 лет,Приволжский федеральный округ,Город более 400 тыс.,445020
2394,3961,1729,14,342.0,773,236,364,1065.0,1,175,458,173,258,664,13,167,315,63,106,1,0,0,0,107,6,0,0,0,13,0,0,0,0,0,0,3.0,Ресивер с поддержкой HEVC,Подключен только к Триколор ТВ,Есть,Нет членов семьи в возрасте 55+ лет и есть до 18 лет,Центральный федеральный округ,Город с численностью менее 45 тыс.,393191
2395,4530,922,0,18.0,634,125,145,0.0,0,0,0,0,0,922,0,18,634,125,145,0,0,0,0,0,17,0,0,0,0,0,1,0,0,0,0,4.0,Ресивер с поддержкой HEVC,Подключен только к Триколор ТВ,Есть,Нет членов семьи в возрасте 55+ лет и есть до 18 лет,Уральский федеральный округ,Сельский населенный пункт,457416
2396,4747,914,7,20.0,865,22,0,400.0,0,0,385,15,0,514,7,20,480,7,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,2.0,Ресивер с поддержкой HEVC,Подключен только к Триколор ТВ,Есть,Есть члены семьи в возрасте 55+ лет и нет до 18 лет,Центральный федеральный округ,Сельский населенный пункт,309740
2397,4937,260,0,0.0,260,0,0,108.0,0,0,108,0,0,152,0,0,152,0,0,0,0,0,0,2,0,0,0,0,0,2,1,0,0,0,0,1.0,Ресивер с поддержкой HDTV,Подключен только к Триколор ТВ,Есть,Нет членов семьи в возрасте 55+ лет и нет до 18 лет,Приволжский федеральный округ,Сельский населенный пункт,452194
2398,4915,5,0,0.0,5,0,0,0.0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,Ресивер с поддержкой HEVC,Подключен только к Триколор ТВ,Есть,Нет членов семьи в возрасте 55+ лет и есть до 18 лет,Северо-Западный федеральный округ,Город с численностью менее 45 тыс.,169420
2399,3056,818,0,257.0,396,165,0,406.0,0,257,149,0,0,412,0,0,247,165,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,3.0,Ресивер с поддержкой HEVC,Подключен только к Триколор ТВ,Есть,Нет членов семьи в возрасте 55+ лет и нет до 18 лет,Южный федеральный округ,Сельский населенный пункт,353343
2400,5311,908,431,0.0,477,0,0,371.0,133,0,238,0,0,537,298,0,239,0,0,129,204,0,0,1,0,2,91,1,2,1,0,0,0,0,0,4.0,Ресивер с поддержкой HEVC,Подключен только к Триколор ТВ,Есть,Нет членов семьи в возрасте 55+ лет и нет до 18 лет,Южный федеральный округ,Город с численностью от 45 тыс. до 400 тыс.,353960
2401,3921,1983,819,92.0,1072,0,0,961.0,343,0,618,0,0,1022,476,92,454,0,0,16,3,0,0,0,0,1,0,191,154,0,0,0,0,1,76,4.0,Ресивер с поддержкой HDTV,Подключен только к Триколор ТВ,Нет,Нет членов семьи в возрасте 55+ лет и есть до 18 лет,Уральский федеральный округ,Город с численностью менее 45 тыс.,457022
2402,931,78,0,0.0,76,2,0,78.0,0,0,76,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Ресивер с поддержкой HDTV,Подключен только к Триколор ТВ,Есть,Нет членов семьи в возрасте 55+ лет и нет до 18 лет,Центральный федеральный округ,Город более 400 тыс.,394048
2403,1159,2041,166,99.0,1388,252,136,779.0,0,8,515,120,136,1262,166,91,873,132,0,0,1,0,2,0,0,0,0,0,162,1,0,0,0,0,1,3.0,Ресивер с поддержкой HDTV,Подключен только к Триколор ТВ,Нет,Есть члены семьи в возрасте 55+ лет и нет до 18 лет,Центральный федеральный округ,Город с численностью менее 45 тыс.,216100
2404,4182,2657,538,363.0,1582,174,0,415.0,133,0,282,0,0,2242,405,363,1300,174,0,4,67,0,30,26,3,0,108,103,91,0,0,0,0,1,109,4.0,Ресивер с поддержкой HEVC,Подключен только к Триколор ТВ,Есть,Нет членов семьи в возрасте 55+ лет и есть до 18 лет,Уральский федеральный округ,Город с численностью менее 45 тыс.,457024
2405,4456,955,468,84.0,403,0,0,256.0,132,0,124,0,0,699,336,84,279,0,0,7,279,0,0,186,0,4,55,3,0,0,0,0,0,3,2,2.0,Ресивер с поддержкой HEVC,Подключен только к Триколор ТВ,Есть,Нет членов семьи в возрасте 55+ лет и нет до 18 лет,Южный федеральный округ,Сельский населенный пункт,347500
2406,4765,664,85,95.0,484,0,0,368.0,84,95,189,0,0,296,1,0,295,0,0,67,0,0,0,0,0,17,1,0,0,0,0,0,0,0,0,2.0,Ресивер с поддержкой HDTV,Подключен только к Триколор ТВ,Есть,Нет членов семьи в возрасте 55+ лет и нет до 18 лет,Северо-Кавказский федеральный округ,Сельский населенный пункт,357350
2407,4706,572,15,181.0,376,0,0,572.0,15,181,376,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,46,0,0,0,0,0,5.0,Ресивер с поддержкой HEVC,Подключен только к Триколор ТВ,Есть,Нет членов семьи в возрасте 55+ лет и есть до 18 лет,Северо-Кавказский федеральный округ,Сельский населенный пункт,357973
2408,4932,1732,0,109.0,1623,0,0,944.0,0,63,881,0,0,788,0,46,742,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2.0,Ресивер с поддержкой HDTV,Подключен только к Триколор ТВ,Нет,Есть члены семьи в возрасте 55+ лет и нет до 18 лет,Центральный федеральный округ,Сельский населенный пункт,601377
2409,350,3145,222,82.0,1770,556,515,873.0,0,43,591,200,39,2272,222,39,1179,356,476,0,5,0,0,0,0,0,0,0,217,0,0,0,0,0,0,3.0,Ресивер с поддержкой HEVC,Подключен только к Триколор ТВ,Есть,Нет членов семьи в возрасте 55+ лет и есть до 18 лет,Южный федеральный округ,Сельский населенный пункт,350031
2410,4571,1418,138,391.0,889,0,0,706.0,68,196,442,0,0,712,70,195,447,0,0,0,0,1,0,15,0,0,0,62,0,5,0,0,0,5,59,2.0,Ресивер с поддержкой HEVC,Подключен только к Триколор ТВ,Есть,Есть члены семьи в возрасте 55+ лет и нет до 18 лет,Приволжский федеральный округ,Сельский населенный пункт,462800
2411,48,2066,0,361.0,1325,321,59,1032.0,0,35,712,226,59,1034,0,326,613,95,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.0,Ресивер с поддержкой HDTV,Подключен только к Триколор ТВ,Нет,Есть члены семьи в возрасте 55+ лет и нет до 18 лет,Южный федеральный округ,Город с численностью от 45 тыс. до 400 тыс.,353912
2412,4436,1494,177,37.0,847,328,105,295.0,3,9,29,149,105,1199,174,28,818,179,0,1,38,0,5,0,0,0,76,0,34,0,1,0,0,2,19,2.0,Ресивер с поддержкой HEVC,Подключен только к Триколор ТВ,Нет,Есть члены семьи в возрасте 55+ лет и нет до 18 лет,Северо-Западный федеральный округ,Сельский населенный пункт,180550
2413,4396,2351,168,440.0,1244,455,44,1011.0,168,186,517,140,0,1340,0,254,727,315,44,1,0,31,0,83,3,0,0,133,0,1,0,0,0,1,0,2.0,Ресивер с поддержкой HEVC,Подключен только к Триколор ТВ,Есть,Есть члены семьи в возрасте 55+ лет и нет до 18 лет,Северо-Западный федеральный округ,Город с численностью менее 45 тыс.,169420
2414,687,2487,336,457.0,1575,119,0,1574.0,187,274,1113,0,0,913,149,183,462,119,0,99,10,0,0,576,548,7,1,2,0,5,0,21,0,0,0,3.0,Ресивер с поддержкой HDTV,Подключен только к Триколор ТВ,Есть,Нет членов семьи в возрасте 55+ лет и есть до 18 лет,Уральский федеральный округ,Город с численностью от 45 тыс. до 400 тыс.,456652
2415,3089,2748,788,440.0,1260,189,71,491.0,164,0,254,69,4,2257,624,440,1006,120,67,51,229,4,0,18,182,47,2,20,7,0,9,0,0,4,178,2.0,Ресивер с поддержкой HEVC,Подключен только к Триколор ТВ,Нет,Есть члены семьи в возрасте 55+ лет и нет до 18 лет,Сибирский федеральный округ,Город более 400 тыс.,656012
2416,4443,354,0,46.0,255,53,0,46.0,0,46,0,0,0,308,0,0,255,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,Ресивер с поддержкой HEVC,Подключен только к Триколор ТВ,Есть,Нет членов семьи в возрасте 55+ лет и есть до 18 лет,Центральный федеральный округ,Город с численностью от 45 тыс. до 400 тыс.,143009
2417,2853,4083,250,790.0,2532,456,55,1785.0,13,360,1222,190,0,2298,237,430,1310,266,55,7,0,0,0,129,498,2,0,1,30,0,0,0,0,0,12,4.0,Ресивер с поддержкой HDTV,Подключен только к Триколор ТВ,Есть,Нет членов семьи в возрасте 55+ лет и есть до 18 лет,Южный федеральный округ,Сельский населенный пункт,352520
2418,5520,997,261,184.0,552,0,0,0.0,0,0,0,0,0,997,261,184,552,0,0,0,0,0,0,0,2,0,0,0,253,0,0,0,0,0,0,1.0,Ресивер с поддержкой HEVC,Подключен только к Триколор ТВ,Нет,Нет членов семьи в возрасте 55+ лет и нет до 18 лет,Южный федеральный округ,Сельский населенный пункт,352461
2419,4783,564,0,9.0,376,102,77,9.0,0,9,0,0,0,555,0,0,376,102,77,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3.0,Ресивер с поддержкой HEVC,Подключен только к Триколор ТВ,Есть,Нет членов семьи в возрасте 55+ лет и есть до 18 лет,Северо-Западный федеральный округ,Город с численностью менее 45 тыс.,238710
2420,5000,260,31,0.0,110,119,0,225.0,0,0,107,118,0,35,31,0,3,1,0,0,2,0,0,0,0,0,0,0,29,0,0,0,0,0,0,2.0,Ресивер с поддержкой HEVC,Подключен только к Триколор ТВ,Есть,Есть члены семьи в возрасте 55+ лет и нет до 18 лет,Центральный федеральный округ,Город с численностью от 45 тыс. до 400 тыс.,392032
2421,5368,2393,0,292.0,2101,0,0,547.0,0,52,495,0,0,1846,0,240,1606,0,0,0,0,0,0,2,11,0,0,0,0,27,185,0,0,0,0,5.0,Ресивер с поддержкой HDTV,Подключен только к Триколор ТВ,Нет,Есть члены семьи в возрасте 55+ лет и есть до 18 лет,Центральный федеральный округ,Город с численностью менее 45 тыс.,140073
2422,4817,1706,13,187.0,831,314,361,667.0,0,0,386,106,175,1039,13,187,445,208,186,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,3.0,Ресивер с поддержкой HEVC,Подключен только к Триколор ТВ,Есть,Есть члены семьи в возрасте 55+ лет и нет до 18 лет,Северо-Западный федеральный округ,Сельский населенный пункт,238717
2423,4966,3883,676,410.0,1942,340,515,1215.0,336,113,465,120,181,2668,340,297,1477,220,334,217,251,0,30,0,0,0,0,0,19,0,0,0,0,16,40,3.0,Ресивер с поддержкой HEVC,Подключен только к Триколор ТВ,Есть,Есть члены семьи в возрасте 55+ лет и нет до 18 лет,Сибирский федеральный округ,Сельский населенный пункт,632741
2424,4107,277,0,0.0,169,108,0,0.0,0,0,0,0,0,277,0,0,169,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,Ресивер с поддержкой HEVC,Подключен только к Триколор ТВ,Есть,Нет членов семьи в возрасте 55+ лет и нет до 18 лет,Приволжский федеральный округ,Город с численностью от 45 тыс. до 400 тыс.,617060
2425,1807,1064,299,180.0,496,89,0,65.0,0,0,31,34,0,999,299,180,465,55,0,0,0,0,0,0,0,0,0,0,299,0,0,0,0,0,0,2.0,Ресивер с поддержкой HDTV,Подключен только к Триколор ТВ,Есть,Нет членов семьи в возрасте 55+ лет и нет до 18 лет,Северо-Западный федеральный округ,Город с численностью от 45 тыс. до 400 тыс.,167004
2426,4586,344,192,152.0,0,0,0,0.0,0,0,0,0,0,344,192,152,0,0,0,0,3,0,39,0,73,0,0,0,77,0,0,0,0,0,0,4.0,Ресивер с поддержкой HEVC,Подключен только к Триколор ТВ,Есть,Нет членов семьи в возрасте 55+ лет и есть до 18 лет,Южный федеральный округ,Сельский населенный пункт,347502
2427,3968,901,33,335.0,533,0,0,341.0,0,152,189,0,0,560,33,183,344,0,0,0,0,0,30,20,1,0,0,0,3,0,0,0,0,0,0,4.0,Ресивер с поддержкой HDTV,Подключен только к Триколор ТВ,Есть,Нет членов семьи в возрасте 55+ лет и нет до 18 лет,Центральный федеральный округ,Сельский населенный пункт,392543
2428,4213,860,2,165.0,666,27,0,379.0,0,34,318,27,0,481,2,131,348,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,Ресивер с поддержкой HEVC,Подключен только к Триколор ТВ,Есть,Нет членов семьи в возрасте 55+ лет и нет до 18 лет,Приволжский федеральный округ,Город более 400 тыс.,445009
2429,3746,291,0,19.0,272,0,0,0.0,0,0,0,0,0,291,0,19,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,Ресивер с поддержкой HEVC,Подключен только к Триколор ТВ,Есть,Нет членов семьи в возрасте 55+ лет и есть до 18 лет,Уральский федеральный округ,Город с численностью менее 45 тыс.,623856
2430,5143,3401,112,510.0,2572,206,1,1821.0,112,354,1207,147,1,1580,0,156,1365,59,0,112,0,0,0,2,0,0,0,0,0,0,0,0,149,0,0,4.0,Ресивер с поддержкой HEVC,Подключен только к Триколор ТВ,Есть,Есть члены семьи в возрасте 55+ лет и есть до 18 лет,Северо-Кавказский федеральный округ,Сельский населенный пункт,357973
2431,4879,74,31,38.0,5,0,0,0.0,0,0,0,0,0,74,31,38,5,0,0,0,0,0,8,0,0,0,0,0,23,0,0,0,0,0,0,5.0,Ресивер с поддержкой HDTV,Подключен только к Триколор ТВ,Нет,Есть члены семьи в возрасте 55+ лет и нет до 18 лет,Приволжский федеральный округ,Сельский населенный пункт,445168
2432,4720,2268,233,0.0,504,632,899,896.0,226,0,125,185,360,1372,7,0,379,447,539,223,6,0,1,0,0,2,0,1,0,0,2,0,0,0,0,3.0,Ресивер с поддержкой HEVC,Подключен только к Триколор ТВ,Есть,Нет членов семьи в возрасте 55+ лет и есть до 18 лет,Северо-Западный федеральный округ,Город с численностью менее 45 тыс.,238710
2433,5095,284,0,0.0,169,115,0,0.0,0,0,0,0,0,284,0,0,169,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,Ресивер с поддержкой HEVC,Подключен только к Триколор ТВ,Нет,Нет членов семьи в возрасте 55+ лет и есть до 18 лет,Центральный федеральный округ,Город с численностью менее 45 тыс.,171901
2434,1292,1728,188,563.0,876,101,0,324.0,0,189,135,0,0,1404,188,374,741,101,0,0,88,0,0,57,200,0,0,0,10,0,0,0,0,0,3,2.0,Ресивер с поддержкой HEVC,Подключен только к Триколор ТВ,Есть,Нет членов семьи в возрасте 55+ лет и нет до 18 лет,Южный федеральный округ,Город более 400 тыс.,344064
2435,3542,652,70,142.0,440,0,0,368.0,70,142,156,0,0,284,0,0,284,0,0,70,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5.0,Ресивер с поддержкой HDTV,Подключен к Триколор ТВ и к другому оператору спутникового/кабельного ТВ,Есть,Нет членов семьи в возрасте 55+ лет и есть до 18 лет,Сибирский федеральный округ,Сельский населенный пункт,646860
2436,5422,1,0,0.0,1,0,0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Ресивер с поддержкой HDTV,Подключен только к Триколор ТВ,Нет,Нет членов семьи в возрасте 55+ лет и нет до 18 лет,Центральный федеральный округ,Город с численностью менее 45 тыс.,152153
2437,5472,601,11,120.0,444,26,0,0.0,0,0,0,0,0,601,11,120,444,26,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2.0,Ресивер с поддержкой HEVC,Подключен только к Триколор ТВ,Нет,Есть члены семьи в возрасте 55+ лет и нет до 18 лет,Центральный федеральный округ,Сельский населенный пункт,172345
2438,2938,288,0,0.0,0,158,130,110.0,0,0,0,77,33,178,0,0,0,81,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,Ресивер с поддержкой HDTV,Подключен к Триколор ТВ и к другому оператору спутникового/кабельного ТВ,Есть,Нет членов семьи в возрасте 55+ лет и есть до 18 лет,Приволжский федеральный округ,Город с численностью от 45 тыс. до 400 тыс.,422982
2439,5107,1155,55,173.0,736,191,0,802.0,51,131,429,191,0,353,4,42,307,0,0,1,0,1,2,169,2,3,0,2,0,0,0,0,0,0,0,2.0,Ресивер с поддержкой HDTV,Подключен к Триколор ТВ и к другому оператору спутникового/кабельного ТВ,Есть,Есть члены семьи в возрасте 55+ лет и нет до 18 лет,Северо-Западный федеральный округ,Сельский населенный пункт,180511
2440,5364,1117,20,162.0,391,242,302,550.0,0,107,200,122,121,567,20,55,191,120,181,0,1,0,0,0,0,0,19,0,0,0,0,0,0,0,0,2.0,Ресивер с поддержкой HEVC,Подключен только к Триколор ТВ,Нет,Нет членов семьи в возрасте 55+ лет и нет до 18 лет,Приволжский федеральный округ,Город более 400 тыс.,430027
2441,4386,202,0,0.0,202,0,0,0.0,0,0,0,0,0,202,0,0,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,Ресивер с поддержкой HEVC,Подключен только к Триколор ТВ,Нет,Нет членов семьи в возрасте 55+ лет и нет до 18 лет,Приволжский федеральный округ,Город более 400 тыс.,428037
